,sex,age_cat,race,priors_count,c_charge_degree,two_year_recid
3121,Male,25 - 45,0,2,F,1
3122,Male,25 - 45,0,3,F,0
3123,Male,25 - 45,0,1,F,0
3124,Male,Less than 25,1,0,F,0
3126,Male,Greater than 45,0,0,M,0
3127,,25 - 45,0,3,F,1
3128,Male,25 - 45,1,3,F,1
3129,Male,Greater than 45,0,0,F,1
3130,Male,Less than 25,0,2,F,0
3131,Male,25 - 45,0,1,F,1
3132,Male,25 - 45,1,15,F,0
3134,Male,25 - 45,1,10,F,1
3136,Male,25 - 45,0,6,M,1
3137,Male,25 - 45,1,9,F,1
3138,Male,Greater than 45,1,2,F,0
3140,Male,25 - 45,0,9,F,0
3141,Female,25 - 45,1,10,F,1
3143,Male,Greater than 45,0,,F,0
3145,Male,25 - 45,1,0,F,1
3146,Male,Greater than 45,1,23,F,1
3147,Female,25 - 45,0,8,F,1
3148,Male,Greater than 45,0,3,F,0
3149,Female,Less than 25,0,0,M,0
3150,Female,25 - 45,1,2,F,0
3151,Male,25 - 45,1,2,M,1
3152,Male,25 - 45,0,2,M,1
3154,Male,Less than 25,1,5,M,1
3156,Male,Less than 25,1,0,M,1
3159,Male,25 - 45,0,2,F,0
3160,,25 - 45,0,10,M,0
3161,Male,25 - 45,0,2,F,0
3162,Female,25 - 45,1,3,F,0
3164,,25 - 45,0,2,M,0
3165,Male,25 - 45,1,5,F,0
3167,Male,Greater than 45,0,0,M,0
3168,Female,Less than 25,1,1,F,0
3169,Male,25 - 45,1,2,F,1
3171,Male,Greater than 45,0,,M,1
3172,Male,25 - 45,1,1,M,0
3173,Male,25 - 45,1,3,F,1
3174,Female,Greater than 45,0,1,M,1
3175,Female,25 - 45,1,0,F,1
3176,Female,Less than 25,1,0,M,0
3177,Male,25 - 45,1,6,F,1
3179,Female,25 - 45,1,,F,0
3181,Male,25 - 45,1,14,F,1
3182,Male,Less than 25,0,1,M,0
3183,Male,Greater than 45,0,3,F,1
3184,Female,25 - 45,1,3,F,0
3185,Female,25 - 45,1,4,F,1
3187,Male,Less than 25,0,2,F,1
3188,Male,25 - 45,1,2,F,1
3190,Male,25 - 45,0,0,M,0
3191,Female,25 - 45,1,,F,0
3192,Male,25 - 45,1,,F,1
3193,Male,25 - 45,0,6,F,1
3194,Male,Greater than 45,1,3,F,0
3195,Male,Less than 25,1,1,M,1
3196,Female,25 - 45,0,1,F,0
3197,Male,25 - 45,1,0,F,0
3199,Male,25 - 45,0,9,F,1
3203,Male,Less than 25,1,9,M,1
3204,Male,25 - 45,1,16,F,1
3206,Male,Less than 25,0,0,M,1
3207,Male,Less than 25,1,0,F,0
3214,Male,Greater than 45,0,,F,0
3215,Male,Greater than 45,1,19,F,0
3216,Female,25 - 45,1,4,F,1
3218,Male,Greater than 45,1,1,M,0
3219,Male,Greater than 45,0,0,F,1
3220,Male,Greater than 45,1,3,F,1
3221,Male,25 - 45,1,14,F,0
3222,Male,25 - 45,0,0,M,0
3223,Male,25 - 45,1,21,F,0
3226,Male,25 - 45,1,1,F,0
3227,Male,Less than 25,1,1,F,1
3230,Male,Greater than 45,1,9,F,1
3231,Male,Less than 25,1,0,F,1
3232,Female,25 - 45,0,2,F,1
3233,Male,Less than 25,1,3,M,1
3234,Male,25 - 45,0,1,F,0
3235,Male,Greater than 45,0,4,F,0
3236,Male,Less than 25,1,0,F,0
3238,Male,Greater than 45,1,,M,1
3239,Male,25 - 45,1,4,F,1
3240,Male,Less than 25,1,4,F,1
3242,Male,Less than 25,0,0,M,1
3244,Female,25 - 45,0,1,M,1
3247,Male,25 - 45,1,3,F,1
3249,,25 - 45,1,10,F,1
3251,Male,Less than 25,1,1,M,0
3253,Male,Less than 25,1,2,F,1
3256,Male,25 - 45,0,17,F,1
3257,Male,25 - 45,1,1,F,0
3258,Male,25 - 45,1,6,F,1
3259,Male,25 - 45,0,1,M,0
3260,,25 - 45,0,2,M,0
3261,Male,25 - 45,0,10,F,1
3262,Male,Less than 25,0,,M,1
3264,Male,25 - 45,1,,F,1
3266,Male,25 - 45,0,1,F,1
3267,Male,25 - 45,0,1,F,0
3268,Male,25 - 45,0,1,F,0
3269,Male,25 - 45,1,2,F,1
3271,Male,25 - 45,1,4,F,1
3274,Female,25 - 45,0,,M,0
3275,Male,25 - 45,1,,F,1
3276,Male,25 - 45,0,0,M,0
3278,,25 - 45,0,0,M,1
3279,Female,25 - 45,0,,F,1
3282,Male,Greater than 45,1,8,F,0
3283,Male,Less than 25,0,1,M,1
3284,Female,25 - 45,1,6,M,1
3287,Male,25 - 45,0,4,F,0
3288,Female,Less than 25,0,2,F,0
3289,Male,Greater than 45,1,13,M,1
3290,Male,Less than 25,0,,F,1
3291,Female,25 - 45,0,5,F,0
3293,Male,25 - 45,1,3,F,0
3294,Female,25 - 45,1,5,F,1
3295,Female,25 - 45,0,0,M,0
3296,Male,Less than 25,1,0,M,0
3297,Male,25 - 45,0,3,F,0
3298,Male,25 - 45,0,0,F,0
3299,Male,Less than 25,1,1,F,1
3300,Male,Less than 25,1,0,M,0
3301,Female,Greater than 45,1,1,F,0
3303,Male,Less than 25,1,1,F,1
3305,Female,25 - 45,0,7,F,1
3306,Female,Less than 25,1,1,M,1
3307,Male,25 - 45,0,2,F,1
3308,Male,25 - 45,0,2,M,0
3310,Female,Less than 25,1,2,F,1
3311,Male,25 - 45,0,0,F,0
3313,Male,25 - 45,1,1,F,0
3315,Male,25 - 45,1,1,M,1
3318,Male,25 - 45,0,3,M,0
3321,Male,Greater than 45,0,,F,0
3322,Female,25 - 45,0,1,M,1
3323,Female,Less than 25,1,0,M,0
3324,Female,25 - 45,1,0,M,0
3326,Male,Greater than 45,1,6,F,0
3327,Female,25 - 45,0,2,F,1
3328,Male,25 - 45,1,5,M,1
3330,Male,25 - 45,0,6,M,1
3332,Male,Greater than 45,0,,M,0
3334,Male,25 - 45,1,5,F,1
3335,Male,Less than 25,1,0,F,1
3336,Male,Greater than 45,0,26,F,1
3337,Male,25 - 45,1,10,F,1
3338,Male,Less than 25,1,2,F,1
3342,,25 - 45,1,0,M,0
3343,Male,Less than 25,1,,F,1
3344,Male,25 - 45,1,3,F,1
3345,Male,25 - 45,1,7,F,0
3346,Female,25 - 45,0,0,M,0
3348,Male,25 - 45,1,1,F,0
3350,Male,25 - 45,1,2,M,0
3352,Male,25 - 45,0,18,F,1
3355,Male,Less than 25,0,0,F,1
3356,Male,25 - 45,1,0,M,1
3358,Female,Greater than 45,1,4,F,0
3359,Female,Less than 25,0,1,M,0
3360,Male,25 - 45,1,,F,1
3362,Male,25 - 45,0,0,M,1
3363,Male,25 - 45,1,5,F,1
3364,Male,25 - 45,1,1,M,0
3365,Female,Greater than 45,0,,F,0
3366,Male,25 - 45,1,1,F,1
3367,Male,25 - 45,1,23,F,1
3368,Male,25 - 45,1,,M,1
3369,Male,25 - 45,1,18,F,1
3370,Male,Greater than 45,1,,M,0
3373,Female,25 - 45,0,0,F,0
3375,Male,25 - 45,0,9,F,0
3376,Male,25 - 45,0,8,M,0
3379,Male,25 - 45,0,0,F,0
3381,Female,25 - 45,1,0,M,1
3382,Male,25 - 45,1,1,F,0
3383,Male,25 - 45,1,3,M,0
3385,Female,25 - 45,1,3,F,0
3386,Male,25 - 45,1,26,F,1
3388,,Greater than 45,0,1,F,0
3389,Male,Greater than 45,0,1,F,0
3391,Male,25 - 45,1,0,F,0
3392,Male,Greater than 45,1,11,F,0
3393,,Greater than 45,0,,F,0
3394,Male,25 - 45,1,9,F,1
3395,Female,25 - 45,0,1,F,0
3398,Male,Greater than 45,1,8,M,1
3399,Female,25 - 45,1,5,F,1
3400,Male,Greater than 45,1,0,F,0
3402,Male,Greater than 45,1,0,M,1
3403,Male,25 - 45,0,0,F,0
3404,Male,Less than 25,1,2,F,1
3407,Male,Less than 25,0,8,F,0
3408,Female,25 - 45,0,2,F,1
3409,Male,25 - 45,1,0,M,1
3410,,25 - 45,0,0,F,0
3413,Male,25 - 45,0,0,F,0
3414,Male,25 - 45,1,4,M,1
3415,Male,25 - 45,1,0,F,1
3416,,Greater than 45,0,2,F,0
3417,Female,Greater than 45,0,10,F,1
3419,Female,Less than 25,1,1,F,1
3420,Male,25 - 45,1,0,F,1
3422,Male,25 - 45,1,27,F,0
3423,Male,Greater than 45,1,,F,0
3425,Male,Less than 25,0,2,F,1
3426,Male,25 - 45,1,8,F,0
3427,Male,Less than 25,1,0,F,1
3428,Male,25 - 45,0,2,F,0
3429,Female,Greater than 45,0,0,M,0
3432,Male,25 - 45,1,0,F,0
3433,,Less than 25,0,1,F,0
3435,Male,25 - 45,0,3,F,1
3436,,25 - 45,1,1,F,0
3437,Male,Greater than 45,0,3,M,0
3439,Male,25 - 45,1,0,M,0
3440,Male,25 - 45,0,0,M,1
3441,Female,Greater than 45,0,2,F,0
3444,Male,Less than 25,1,3,F,1
3445,Male,Greater than 45,0,2,F,0
3446,Male,25 - 45,1,0,M,0
3447,Female,25 - 45,0,0,F,1
3448,Male,25 - 45,0,,F,0
3451,Male,Greater than 45,0,1,F,0
3452,Male,Less than 25,0,0,F,1
3454,Male,25 - 45,0,3,F,1
3456,Male,25 - 45,0,0,F,1
3458,,Greater than 45,0,1,F,1
3459,Male,25 - 45,1,7,F,1
3460,Male,Greater than 45,0,,M,0
3462,Male,25 - 45,1,7,F,0
3463,Male,25 - 45,1,1,F,1
3464,Female,25 - 45,1,15,M,1
3465,Male,25 - 45,0,9,M,0
3466,Male,25 - 45,1,0,F,1
3467,Male,25 - 45,1,4,F,0
3469,,25 - 45,0,0,M,0
3470,Male,25 - 45,0,5,F,1
3471,Male,25 - 45,0,0,M,1
3476,Female,Less than 25,0,2,M,1
3477,Male,Greater than 45,0,,F,0
3479,Male,Greater than 45,0,,F,1
3480,Male,25 - 45,0,3,M,1
3481,Male,25 - 45,0,1,F,1
3482,Male,25 - 45,1,,M,1
3484,Male,25 - 45,0,5,F,0
3486,Male,25 - 45,1,8,M,0
3487,Male,Greater than 45,0,7,F,0
3488,Male,Greater than 45,1,3,M,1
3489,Male,Greater than 45,0,7,F,1
3490,Male,25 - 45,0,5,F,1
3491,Male,Greater than 45,0,3,M,0
3492,,25 - 45,0,0,F,0
3493,Male,25 - 45,1,27,M,0
3494,Male,25 - 45,1,5,F,0
3495,,25 - 45,1,0,M,1
3496,Male,Less than 25,0,0,F,1
3497,Female,25 - 45,0,2,F,1
3498,Male,Less than 25,0,0,M,0
3499,Male,Less than 25,1,0,M,1
3502,Male,25 - 45,1,0,M,1
3503,Male,Greater than 45,0,8,F,0
3504,,25 - 45,1,1,M,0
3505,Female,25 - 45,0,0,M,0
3506,Male,Greater than 45,0,0,F,0
3507,Male,Greater than 45,0,16,F,1
3508,Male,25 - 45,1,3,F,1
3509,Male,Greater than 45,1,0,M,0
3511,Female,25 - 45,0,3,F,1
3512,Female,25 - 45,1,0,F,0
3515,Male,Greater than 45,1,3,F,0
3517,Male,25 - 45,1,11,F,1
3518,Male,25 - 45,1,4,M,0
3520,Female,Less than 25,1,1,F,1
3521,Female,25 - 45,0,1,F,0
3523,Male,25 - 45,0,7,F,1
3525,Male,Less than 25,1,0,F,1
3526,,25 - 45,0,3,F,0
3528,Male,Greater than 45,0,3,F,0
3530,Male,Less than 25,1,0,M,0
3531,Male,Greater than 45,0,0,F,0
3532,Male,25 - 45,1,9,F,0
3533,Female,Less than 25,1,,F,1
3534,Male,25 - 45,1,8,F,1
3535,Female,25 - 45,1,2,M,0
3539,Male,Less than 25,1,1,F,1
3540,Male,25 - 45,0,8,F,1
3541,Male,25 - 45,1,2,M,0
3542,Male,25 - 45,0,0,M,0
3543,Male,25 - 45,1,0,F,0
3544,Male,Less than 25,1,,F,1
3545,Male,Greater than 45,0,2,F,0
3546,Female,25 - 45,1,0,F,1
3547,Male,25 - 45,0,21,F,0
3549,Male,25 - 45,0,5,F,1
3552,Female,25 - 45,0,3,M,1
3553,Male,Greater than 45,0,9,M,1
3557,Female,Greater than 45,0,1,M,0
3560,Female,25 - 45,1,3,F,1
3563,Male,25 - 45,1,2,F,0
3564,Female,25 - 45,0,1,F,1
3566,Male,Greater than 45,1,4,F,0
3567,Male,25 - 45,1,21,M,1
3568,,25 - 45,0,0,F,0
3569,Male,25 - 45,0,1,F,0
3570,Female,25 - 45,0,2,F,0
3572,Female,25 - 45,0,0,F,1
3573,Female,25 - 45,0,4,F,0
3574,Male,25 - 45,1,20,F,1
3577,Male,25 - 45,1,9,F,1
3578,Male,25 - 45,1,1,F,0
3580,Female,Less than 25,1,,F,1
3581,Female,25 - 45,0,0,F,1
3586,,25 - 45,0,0,F,0
3587,,Less than 25,1,3,F,0
3589,,25 - 45,0,5,F,0
3590,Male,Greater than 45,0,1,F,0
3591,Male,Less than 25,1,0,F,1
3592,Male,25 - 45,1,0,F,0
3593,Male,Less than 25,1,7,F,1
3594,Male,Less than 25,0,0,F,0
3595,Male,25 - 45,0,2,F,0
3598,Female,Less than 25,1,2,F,0
3600,Male,Greater than 45,0,,F,0
3601,Male,25 - 45,1,3,F,1
3602,Male,Less than 25,1,1,F,1
3604,Male,Less than 25,0,3,F,1
3607,Female,25 - 45,0,0,M,0
3610,Male,Greater than 45,1,1,M,0
3612,Male,25 - 45,0,1,M,0
3614,Male,Greater than 45,0,1,F,0
3616,Male,25 - 45,1,7,F,0
3617,Male,25 - 45,0,5,F,1
3618,Female,25 - 45,0,0,F,0
3619,Male,25 - 45,1,1,F,0
3620,Male,Less than 25,0,2,F,1
3623,Male,Less than 25,0,,F,1
3625,,Less than 25,1,2,M,1
3628,Male,Greater than 45,0,3,M,1
3630,Male,25 - 45,0,4,F,1
3631,Male,Greater than 45,0,,M,0
3633,Male,Less than 25,1,14,F,1
3634,Male,25 - 45,1,,F,0
3635,Male,Greater than 45,1,22,F,1
3636,Male,Less than 25,0,0,F,0
3637,Male,25 - 45,1,,M,0
3640,Male,25 - 45,0,,M,0
3642,Male,25 - 45,1,0,F,0
3643,,25 - 45,0,0,F,1
3645,Female,25 - 45,1,0,F,0
3646,Male,Greater than 45,1,11,F,0
3649,Female,25 - 45,0,1,F,0
3650,Male,25 - 45,1,2,F,1
3651,Female,25 - 45,1,9,F,1
3653,Male,Less than 25,1,3,F,1
3654,Male,25 - 45,1,5,F,0
3655,Male,25 - 45,1,11,M,1
3656,Male,Greater than 45,1,,F,0
3657,Male,25 - 45,1,4,F,0
3658,Male,25 - 45,1,4,F,1
3659,Female,25 - 45,0,1,M,0
3661,,25 - 45,0,9,F,1
3662,Male,25 - 45,0,4,M,1
3663,Male,Less than 25,0,3,M,1
3664,Male,25 - 45,0,0,F,0
3666,Female,25 - 45,0,0,M,0
3668,,Greater than 45,0,1,F,0
3669,Female,25 - 45,0,1,M,1
3671,Male,25 - 45,1,,F,0
3672,Male,25 - 45,0,2,F,0
3675,Male,Greater than 45,1,9,F,0
3676,Male,Greater than 45,0,0,M,1
3677,Male,25 - 45,1,2,F,1
3678,Male,Greater than 45,0,1,M,0
3679,Male,Greater than 45,0,1,M,0
3681,Male,Greater than 45,0,2,F,0
3682,Male,25 - 45,0,0,M,1
3684,Male,25 - 45,0,1,F,0
3686,Female,25 - 45,0,5,M,1
3688,Male,25 - 45,0,0,F,0
3689,Female,Greater than 45,0,3,M,0
3692,Male,25 - 45,0,4,F,1
3695,Female,25 - 45,1,0,M,1
3696,Female,25 - 45,0,2,F,0
3697,Male,25 - 45,1,5,F,0
3698,Male,25 - 45,0,12,F,0
3699,Female,25 - 45,1,2,F,1
3700,Male,25 - 45,1,0,F,0
3701,Female,25 - 45,0,0,M,0
3702,,25 - 45,1,7,F,1
3703,Male,Less than 25,1,0,F,1
3704,,25 - 45,0,1,M,0
3705,Male,25 - 45,0,0,F,0
3707,Female,Greater than 45,0,,F,0
3708,Male,25 - 45,0,3,F,0
3710,Male,25 - 45,1,3,F,0
3711,Male,25 - 45,1,17,F,1
3712,Male,Less than 25,0,4,F,1
3713,Male,25 - 45,0,3,F,1
3715,Male,25 - 45,1,10,F,1
3716,Male,Greater than 45,0,5,M,1
3717,Female,Less than 25,0,0,M,0
3718,,Greater than 45,0,10,F,1
3720,Male,25 - 45,1,6,M,1
3721,,25 - 45,1,4,F,1
3724,Female,Greater than 45,0,0,M,0
3725,Male,25 - 45,0,1,F,1
3726,Male,Less than 25,0,,F,0
3727,,25 - 45,0,1,M,0
3728,Male,25 - 45,0,,M,1
3730,Female,Greater than 45,0,0,M,0
3731,Male,25 - 45,0,4,M,1
3732,Female,Less than 25,1,0,M,0
3735,Female,25 - 45,0,4,F,1
3738,Male,Greater than 45,1,7,F,0
3739,Male,Greater than 45,0,2,F,1
3742,Male,25 - 45,1,1,M,1
3743,Male,Less than 25,1,1,F,0
3744,Male,Greater than 45,1,9,F,0
3746,,Greater than 45,0,1,M,0
3747,Male,Less than 25,1,2,F,1
3748,Female,Greater than 45,0,1,M,1
3749,Male,25 - 45,1,21,F,0
3750,Female,25 - 45,1,1,F,0
3751,Male,Less than 25,0,4,M,1
3752,Female,25 - 45,1,22,F,1
3753,Male,25 - 45,0,13,F,1
3754,Female,25 - 45,0,0,M,1
3755,Male,Less than 25,1,0,F,0
3757,Female,Greater than 45,0,0,M,0
3761,Male,25 - 45,0,0,M,0
3763,Male,Greater than 45,0,0,M,0
3764,Male,25 - 45,1,2,F,0
3765,Male,Less than 25,1,2,F,1
3768,Male,25 - 45,0,0,M,0
3770,Male,Greater than 45,0,2,F,0
3771,Male,25 - 45,1,4,F,0
3773,Male,25 - 45,1,1,F,0
3774,Male,25 - 45,0,0,M,0
3775,Male,25 - 45,0,0,F,0
3776,Female,25 - 45,0,0,M,1
3778,Male,Greater than 45,1,,F,0
3780,Female,25 - 45,1,1,M,0
3781,Male,25 - 45,0,5,F,1
3782,Male,25 - 45,1,1,F,0
3783,Male,Greater than 45,0,1,F,0
3784,Male,25 - 45,0,1,F,0
3788,Male,25 - 45,0,3,F,1
3790,Male,Greater than 45,0,0,M,0
3793,Male,25 - 45,0,1,M,1
3795,Female,25 - 45,0,0,M,0
3799,Male,Greater than 45,0,6,F,1
3800,Male,Less than 25,1,,F,1
3801,Male,25 - 45,0,0,F,1
3803,,Greater than 45,1,20,M,0
3805,Male,Less than 25,1,1,F,1
3807,Male,25 - 45,1,0,F,1
3808,,25 - 45,0,0,M,1
3809,,25 - 45,1,2,F,1
3810,Male,25 - 45,0,0,M,1
3811,Male,Less than 25,1,0,F,0
3812,Male,Less than 25,0,2,F,1
3813,Male,25 - 45,0,3,M,0
3814,Female,25 - 45,1,0,M,0
3815,Male,Less than 25,1,11,F,1
3816,Male,Greater than 45,0,0,F,0
3817,Male,Less than 25,1,2,M,1
3818,Male,25 - 45,1,7,F,1
3819,Male,25 - 45,0,2,F,0
3821,Male,Greater than 45,0,1,F,0
3822,Male,Greater than 45,0,3,F,0
3823,Male,Greater than 45,0,2,M,1
3824,Male,Less than 25,1,1,M,1
3825,Female,25 - 45,0,0,M,0
3826,Male,25 - 45,0,0,M,1
3827,Male,25 - 45,0,1,M,0
3831,Male,25 - 45,1,,M,0
3832,Female,25 - 45,0,2,M,1
3833,,25 - 45,0,16,F,1
3834,Female,Greater than 45,1,1,F,0
3836,Male,25 - 45,1,0,M,0
3837,Male,25 - 45,1,19,F,1
3839,,25 - 45,0,0,M,0
3840,Female,25 - 45,0,3,F,1
3845,Male,25 - 45,0,2,F,0
3846,,Greater than 45,0,2,F,0
3847,Male,25 - 45,1,14,F,1
3848,Male,Less than 25,1,0,M,1
3851,Male,25 - 45,1,0,F,0
3852,Male,25 - 45,1,0,F,0
3853,Male,25 - 45,1,0,F,1
3854,Female,25 - 45,0,2,F,1
3855,Male,Greater than 45,0,2,F,1
3856,Male,Greater than 45,0,0,M,0
3857,Male,Less than 25,1,2,F,1
3858,Female,Greater than 45,1,2,F,1
3859,Male,25 - 45,1,0,M,1
3860,Male,25 - 45,0,0,F,0
3861,Female,Less than 25,1,0,F,1
3862,Male,Less than 25,0,1,F,0
3863,Male,25 - 45,0,8,F,0
3864,Male,Less than 25,0,0,M,0
3865,Male,25 - 45,1,0,F,0
3866,Male,25 - 45,0,4,F,0
3868,Male,Less than 25,1,5,F,1
3869,Male,25 - 45,1,4,F,1
3870,Male,Greater than 45,0,9,F,1
3871,Female,25 - 45,1,3,M,0
3873,Male,25 - 45,0,1,M,1
3875,Male,25 - 45,1,2,F,0
3876,Male,Less than 25,0,0,F,1
3878,Male,25 - 45,1,1,M,1
3879,Male,25 - 45,1,2,M,1
3880,Male,Greater than 45,0,4,M,1
3881,Male,25 - 45,0,2,F,0
3882,Male,25 - 45,1,7,M,1
3883,Male,Greater than 45,1,0,M,0
3884,Male,Greater than 45,0,0,F,0
3885,Male,25 - 45,0,2,F,1
3886,Female,25 - 45,0,0,F,1
3887,Female,25 - 45,0,1,F,0
3888,Male,25 - 45,0,4,F,1
3889,Male,Greater than 45,1,1,F,1
3890,Male,25 - 45,1,0,F,1
3891,Male,Less than 25,1,3,F,1
3892,Male,25 - 45,1,0,M,1
3893,Male,25 - 45,1,4,M,1
3894,Male,Greater than 45,0,2,F,0
3895,Male,25 - 45,0,1,F,1
3898,Male,25 - 45,0,2,M,0
3899,Male,Greater than 45,0,,M,0
3901,Male,25 - 45,1,6,F,0
3904,Male,25 - 45,0,4,M,0
3906,Male,Less than 25,1,1,F,1
3907,Male,Greater than 45,0,0,M,0
3908,Male,Less than 25,0,1,F,1
3909,Female,Less than 25,1,1,F,0
3910,Female,Less than 25,0,7,M,1
3911,Female,25 - 45,1,13,F,1
3912,Male,Greater than 45,0,9,F,1
3913,,25 - 45,0,0,M,1
3914,,25 - 45,0,2,F,0
3915,Male,Greater than 45,0,3,F,0
3916,Male,Greater than 45,0,6,M,1
3917,Male,Less than 25,1,1,F,0
3918,Male,Greater than 45,0,2,F,0
3919,Male,25 - 45,0,1,F,1
3920,Male,Less than 25,1,1,F,1
3921,Male,25 - 45,1,5,F,0
3922,Female,25 - 45,0,1,M,1
3924,Male,25 - 45,1,4,M,0
3925,Male,Greater than 45,0,0,M,0
3926,Male,25 - 45,0,5,F,1
3927,Female,Less than 25,0,0,M,0
3928,Female,25 - 45,0,0,M,0
3931,Male,Greater than 45,0,1,M,0
3932,Female,Less than 25,1,0,F,1
3933,Male,25 - 45,0,6,F,0
3935,Male,Less than 25,0,1,F,0
3937,Male,25 - 45,1,11,F,1
3940,Male,25 - 45,0,8,F,0
3942,Male,25 - 45,1,6,M,0
3943,Male,Greater than 45,0,0,M,0
3944,Male,Less than 25,0,1,F,0
3945,Male,25 - 45,0,2,F,0
3946,Male,25 - 45,0,8,F,1
3947,,25 - 45,0,6,F,1
3948,Male,25 - 45,0,3,M,1
3949,Male,Greater than 45,0,5,F,1
3951,Male,25 - 45,1,3,F,0
3952,Male,25 - 45,1,2,F,1
3954,Male,Greater than 45,1,10,F,0
3956,Male,Less than 25,0,2,F,1
3959,Male,25 - 45,1,0,M,1
3960,,Greater than 45,0,2,F,0
3961,Male,25 - 45,0,4,M,1
3962,Male,Greater than 45,0,3,F,0
3964,Male,25 - 45,0,2,M,0
3965,Male,Greater than 45,1,13,F,0
3966,Male,Greater than 45,0,2,F,0
3967,Male,25 - 45,1,6,F,0
3968,Male,Less than 25,1,1,M,0
3969,Female,Less than 25,1,0,F,1
3970,Male,25 - 45,0,17,F,1
3972,Male,Greater than 45,0,6,F,0
3973,Female,25 - 45,0,0,M,0
3974,Male,Greater than 45,1,19,F,0
3975,Male,Greater than 45,0,12,M,0
3976,Male,25 - 45,1,6,M,1
3977,Male,25 - 45,1,0,M,1
3978,Male,Greater than 45,1,11,F,0
3979,Male,25 - 45,0,0,F,0
3982,Male,Less than 25,0,,F,0
3983,Female,25 - 45,0,0,F,0
3984,Male,25 - 45,1,3,F,0
3985,Male,25 - 45,1,1,M,1
3986,Female,25 - 45,0,3,M,0
3988,Female,25 - 45,1,1,F,1
3989,,25 - 45,1,0,F,0
3990,Male,25 - 45,1,4,F,0
3991,Female,Greater than 45,0,6,F,0
3992,Male,25 - 45,1,4,F,1
3993,Male,25 - 45,0,,F,1
3994,,25 - 45,1,15,M,1
3995,Male,Less than 25,1,1,M,1
3996,Male,25 - 45,0,2,F,1
3997,Male,25 - 45,1,7,F,1
3999,Male,25 - 45,0,0,F,1
4000,Male,25 - 45,0,0,M,0
4001,,Less than 25,1,1,F,1
4002,Male,25 - 45,1,4,F,0
4004,Female,Less than 25,0,,F,0
4006,Male,Less than 25,0,0,F,0
4007,Female,Less than 25,0,0,F,0
4008,Female,Greater than 45,1,0,M,0
4009,Male,25 - 45,1,0,M,1
4010,Male,Greater than 45,1,1,M,1
4011,Female,25 - 45,0,3,F,0
4012,Male,25 - 45,1,3,F,1
4014,,Greater than 45,0,7,F,0
4015,Female,25 - 45,1,5,M,0
4016,Female,Less than 25,0,,F,0
4017,Male,25 - 45,1,7,F,0
4018,Male,25 - 45,1,,M,0
4019,Male,25 - 45,1,,F,0
4021,Male,Greater than 45,0,0,F,0
4022,,25 - 45,1,9,F,0
4024,Male,Greater than 45,0,0,F,0
4025,Female,25 - 45,1,1,M,0
4026,Male,25 - 45,1,0,F,0
4029,Male,25 - 45,1,0,M,0
4030,,Less than 25,1,0,F,1
4033,Male,25 - 45,0,0,F,0
4034,Male,25 - 45,1,0,M,0
4035,Male,25 - 45,1,0,M,0
4037,Male,25 - 45,0,4,M,0
4038,Male,25 - 45,1,15,F,0
4040,,25 - 45,1,6,F,0
4041,Female,25 - 45,0,2,F,0
4042,Male,25 - 45,1,4,M,0
4043,Female,25 - 45,1,1,F,0
4044,Male,25 - 45,0,5,M,1
4045,Male,Less than 25,0,1,M,1
4046,Female,Greater than 45,1,12,M,1
4047,Male,Less than 25,0,8,F,1
4048,,25 - 45,1,8,M,1
4049,Female,Greater than 45,1,1,F,0
4050,,25 - 45,0,2,F,1
4052,Male,25 - 45,1,2,F,0
4054,Male,25 - 45,0,5,M,0
4055,Male,25 - 45,0,6,F,1
4058,Female,Less than 25,0,2,M,0
4059,Male,25 - 45,1,3,F,1
4060,Female,Greater than 45,0,1,F,0
4061,Female,25 - 45,1,1,F,0
4062,Male,Greater than 45,0,7,F,0
4064,Female,Less than 25,0,3,M,1
4065,Male,Less than 25,1,2,F,1
4066,Male,Greater than 45,0,3,F,0
4067,Male,25 - 45,0,,M,1
4069,Female,Greater than 45,0,1,F,0
4071,Male,25 - 45,1,1,M,0
4072,Male,Greater than 45,1,15,F,1
4074,Male,25 - 45,1,0,M,1
4076,Male,Less than 25,1,1,F,1
4077,Male,Greater than 45,1,0,M,0
4078,Female,25 - 45,0,1,F,0
4080,Male,Less than 25,1,,F,1
4081,Male,25 - 45,1,4,M,0
4082,Male,25 - 45,0,2,M,0
4086,Female,25 - 45,0,0,M,1
4088,Male,Greater than 45,0,0,M,0
4089,Male,25 - 45,0,5,M,1
4091,Male,Greater than 45,1,1,F,0
4092,Female,Greater than 45,1,3,F,0
4095,Male,Greater than 45,1,3,F,0
4096,Male,Greater than 45,1,0,F,0
4097,Male,25 - 45,0,2,M,0
4098,Female,Greater than 45,0,0,M,0
4100,Male,25 - 45,0,14,F,0
4101,Male,25 - 45,1,17,M,1
4102,Male,25 - 45,0,3,F,0
4103,Male,25 - 45,0,2,F,1
4106,Male,25 - 45,1,9,M,1
4107,Male,Greater than 45,0,1,M,0
4108,Male,25 - 45,0,1,F,1
4109,Female,25 - 45,1,0,F,0
4110,Male,25 - 45,1,3,M,0
4111,Female,Greater than 45,0,0,M,1
4113,Male,25 - 45,0,1,F,0
4116,Male,25 - 45,1,0,M,0
4117,Male,25 - 45,0,5,F,0
4119,Male,Less than 25,1,0,F,0
4120,Female,25 - 45,0,0,F,1
4122,Male,25 - 45,0,0,M,0
